,Unnamed: 0.1,Unnamed: 0,Review,Rating
1077,1077,1077,Budget friendly good job by samsung👌🏻Excellent budget phone 👍🏻 very nice and beautiful colour matte aqua (blue)😍Exellent performance Back Camera exellent😎6Gb + 128Gb combination👌🏻I am very glad to own this phone only the disappointment  with the front Camera and the TFT display (wish i could get atleast 16MP front cam & amoled display it could be better)Although the phone is fabulous ❤😍,budget friend good job samsung👌🏻excel budget phone 👍🏻 nice beauti colour matt aqua blue😍exel perform back camera exellent😎   combination👌🏻i glad phone disappoint  front camera tft display wish could get atleast  front cam  amol display could betteralthough phone fabul ❤😍
1078,1078,1078,"Waste phone, even screen shot old type.Pls friends  don't buy these type phone",wast phone even screen shot old typepl friend  dont buy type phone
1079,1079,1079,Front camera very poor quality,front camera poor qualiti
1080,1080,1080,Front camera  very poor HD display not,front camera  poor hd display
1081,1081,1081,Lots of Hang issues...Battery gets drained very fastSound quality is very low & bad,lot hang issuesbatteri get drain fastsound qualiti low  bad
1082,1082,1082,A good phone but the front camera should be better though the processor is good at this price segment and the 90Hz display is really smooth. But just one thing The front camera should be better samsung should give at least 13 MP camera at this price segment,good phone front camera better though processor good price segment  display realli smooth one thing front camera better samsung give least  mp camera price segment
1083,1083,1083,This phone looks great in real life than in image .. must buy.. sound quality is best.. design of phone is amazing .. I loved it,phone look great real life imag  must buy sound qualiti best design phone amaz  love
1084,1084,1084,Pros1 display 2 loud speaker👌👌3  good sunlight viewing4  super touch 120 Hertz5  always on display6 good looking and build7good volg mode in cameraCons1 average camera2 bulky and heavyweight3 lack of other camera feature like redmi note 10 pro4 charging speed 50 percent is very fast   But Full charge it takpercent o 60 minutes5 no EIS and OIS in camera6 only record in 1080p 30&60 fps7   4k only 30fpsOverall good phone, display  loud speaker👌👌  good sunlight   super touch    alway  good look  volg mode  averag  bulki  lack camera featur like redmi note   charg speed  percent fast   full charg takperc   ei oi  record        good phone
1085,1085,1085,"Best phone for this budget,,, 1st a good battery and fast charger2nd nice camera and very good new features for vlogs3rd the dimensity 920 5g processor OMG very good4th display was awesome profomence 120Hz HDR10+Overall Very Nice Phone4.5 star out of the 5Thank you Flipkart",best phone budget  good batteri fast  nice camera good new featur  dimens   processor omg  display awesom profom   nice  star  flipkart
1086,1086,1086,This phone is a perfect all rounder with some compromise s in this segment. I will prefer the 11i over the hypercharge. 11i has all the same features at lower price. Display is good and bright but i noticed Mi 11 lite feels much better and brighter some times. Battery life is too good. But camera is bit disappointed not as good as expected in this price range. Low light experience was very poor . Video quality is just ok. If you are a camera lover then this phone is not ok for you. I hope...,phone perfect rounder compromis segment prefer  hypercharg  featur lower price display good bright notic mi  lite feel much better brighter time batteri life good camera bit disappoint good expect price rang low light experi poor  video qualiti ok camera lover phone ok hope
1087,1087,1087,"Good for the money I paid for 67 W varient. After using for 4 hours battery drained by 20% which is too good! Camera is very very very very poor and needs to be improved. Hopefully gets good with updates. If camera is your 1st priority then please avoid this. Go for it if you want best battery, best display, best looks and good performance!",good money paid  w varient use  hour batteri drain  good camera poor need improv hope get good updat camera  prioriti pleas avoid go want best batteri best display best look good perform
1088,1088,1088,"Phone size is quite large like we can't say this is a handy phone. Charging is obviously fast, display has good refresh rate and also feels good when we use the phone.MiUi is also update like i feel smoother than my past experience",phone size quit larg like cant say handi phone charg obvious fast display good refresh rate also feel good use phonemiui also updat like feel smoother past experi
1089,1089,1089,"Initially thought of the camera being average, but it turns out to be quite fanatic. 108mp camera works well as well as the other features. Bokeh is too good. Battery service is too decent with 67 Watt charger that within 25 mins charges upto 70%. Display and sound are really awesome. Compact package.",initi thought camera averag turn quit fanat  camera work well well featur bokeh good batteri servic decent  watt charger within  min charg upto  display sound realli awesom compact packag
1090,1090,1090,Superb...excellent 108MP clear camera.Superb symmetrical stereo sound like JBL affection.Superb display and amazing brightness.Superb smooth. Superb battery.Superb 67W charging...very fastSuperb sparkling colors..Superb feel..Superb back glass..Superb inhand feel and weight distribution.Everything is finest...I liked it and happy with satisfaction. 5 out of 5 star,superbexcel  clear camerasuperb symmetr stereo sound like jbl affectionsuperb display amaz brightnesssuperb smooth superb batterysuperb  chargingveri fastsuperb sparkl colorssuperb feelsuperb back glasssuperb inhand feel weight distributioneveryth finesti like happi satisfact   star
